,sum actual,sum predict,sum ratio,gini,mse,rmse,mae,r2
Loss cost model,14787155.699999997,15235366.976809785,1.0303108512484107,0.03679094527592011,4031083.5450245766,2007.7558479617428,171.5032774264616,-0.013181727818291078
