Model,RMSE,MAE,Pearson (Linear) Correlation,Spearman Rank Correlation,Gini Index,Aggregate Risk Premium Differential
RF F/S,1995.568084750778,164.59367404317996,0.006386894718258791,0.07329918863139133,0.30857258415198885,1.0556344830456776
