Model,RMSE,MAE,Pearson (Linear) Correlation,Spearman Rank Correlation,Gini Index,Aggregate Risk Premium Differential
RF F/S,1995.6326211867788,164.8390839983476,0.0061379733955858,0.07324212946867566,0.313320009947347,1.0522823278252862
