Model,RMSE,MAE,Pearson (Linear) Correlation,Spearman Rank Correlation,Gini Index,Aggregate Risk Premium Differential
RF LC,2007.7558479617426,171.50327742646158,0.007286457080981637,0.0744732844812497,0.38001652639650274,0.9705808676947509
